NStage,RR,TopPres,StoF,DIST_C4H8_T1,RebDuty_T1,Puri_pred,Duty_pred
40,9,4.5,2,0.925751273,19209.2461,0.94782877,22079.094
40,9,4.5,3,0.961043672,25732.5091,0.9760402,27683.635
40,9,4.5,4,0.97672593,32607.6154,0.9889555,33812.31
40,9,4.5,5,0.984377968,39905.1855,0.9945344,40372.277
40,9,4.5,6,0.988586515,47296.2996,0.99700546,47396.812
40,9,4.5,7,0.991127626,54707.3553,0.99819195,54957.57
40,9,4.5,8,0.99277411,62107.6693,0.9988263,63622.46
40,9,5,1,0.835224319,15722.4923,0.8932438,17453.072
40,9,5,2,0.921993377,19598.6017,0.94566554,22931.04
40,9,5,3,0.95828593,26627.2882,0.9748292,28682.035
40,9,5,4,0.974590679,33893.4263,0.9883218,34968.69
40,9,5,5,0.982725797,41433.6474,0.9941904,41646.293
40,9,5,6,0.987239999,49039.6723,0.9968041,48827.664
40,9,5,7,0.990001503,56641.1358,0.9980656,56619.742
40,9,5,8,0.991797622,64231.0036,0.99874276,65626.65
40,9,5.5,1,0.831146294,15781.1295,0.89002925,18114.59
40,9,5.5,2,0.918182072,20027.3406,0.943326,23692.16
40,9,5.5,3,0.955391189,27514.6929,0.97349656,29627.406
40,9,5.5,4,0.972390222,35067.903,0.9876169,36062.992
40,9,5.5,5,0.981000272,42824.8744,0.9938051,42877.055
40,9,5.5,6,0.985826608,50616.8575,0.9965779,50230.367
40,9,5.5,7,0.988795832,58396.1414,0.99792325,58299.35
40,9,5.5,8,0.99075311,66164.3922,0.99864864,67672.2
40,9,6,1,0.827057866,15840.3125,0.88666695,18661.63
40,9,6,2,0.91427607,20577.2169,0.94081545,24374.473
40,9,6,3,0.952406286,28357.3515,0.97203827,30517.156
40,9,6,4,0.970084092,36152.6222,0.98683625,37092.156
40,9,6,5,0.97914877,44098.7802,0.9933754,44061.004
40,9,6,6,0.984310344,52060.884,0.9963244,51602.1
40,9,6,7,0.987504034,60012.0431,0.99776363,59983.227
