hyper,ave_epoch,epoch,ave_indicator,indicator,ave_score,socre
"(1, 16, 'elu')",516.0,"[566, 697, 517, 754, 46]",0.8809361223851448,"[0.9727149979137523, 0.9823929885669536, 0.9504667300272877, 0.9829652693785237, 0.516140626039207]",1569.4576,"[873.443, 629.0652, 1671.6478, 750.53894, 3922.5933]"
"(1, 16, 'sigmoid')",868.4,"[2229, 465, 409, 1183, 56]",0.9184846643300318,"[0.986971181911787, 0.9796366758420725, 0.9417852376291445, 0.9906093821256777, 0.6934208441414775]",1354.3875,"[603.5664, 676.51465, 1812.228, 557.25336, 3122.3745]"
"(1, 16, 'softplus')",589.0,"[1115, 595, 414, 771, 50]",0.9034624583203442,"[0.9751644719365533, 0.9800169440537972, 0.9570160926342867, 0.9851257122136006, 0.6199890707634834]",1447.6577,"[833.3151, 670.16815, 1557.2174, 701.33203, 3476.2559]"
"(1, 16, 'tanh')",421.2,"[701, 50, 58, 745, 552]",0.8900032804059821,"[0.9729675879689648, 0.7361360675469013, 0.8226506935770557, 0.9871419089051685, 0.93112014403182]",1719.9573,"[869.3907, 2435.246, 3163.0864, 652.06946, 1479.9935]"
"(1, 17, 'elu')",577.6,"[703, 686, 349, 927, 223]",0.939862797616524,"[0.9741240411118399, 0.9805573667987936, 0.9225382740545258, 0.9843464070668402, 0.8377478990506209]",1318.6069,"[850.59094, 661.04407, 2090.4504, 719.4699, 2271.4795]"
"(1, 17, 'sigmoid')",1179.8,"[1180, 1264, 376, 2970, 109]",0.9386515586101275,"[0.9811887181572606, 0.9856370541047454, 0.941695961098621, 0.9931911743167534, 0.7915448853732573]",1231.2378,"[725.24, 568.1652, 1813.6171, 474.506, 2574.6604]"
"(1, 17, 'softplus')",567.8,"[934, 436, 305, 1111, 53]",0.9016082400345414,"[0.9679334515157134, 0.9750501061610584, 0.9510108615682816, 0.9870552191081833, 0.6269915618194708]",1491.3015,"[946.8881, 748.8368, 1662.4407, 654.2639, 3444.0784]"
"(1, 17, 'tanh')",463.2,"[719, 540, 412, 488, 157]",0.9514368124882642,"[0.9724233804656506, 0.9799228946786915, 0.9598374049437305, 0.9862005909500006, 0.858799791403248]",1169.9209,"[878.0982, 671.7434, 1505.2449, 675.51636, 2119.002]"
"(1, 18, 'elu')",724.2,"[595, 614, 643, 696, 1073]",0.9632999651715867,"[0.9750590208300729, 0.9820051737206837, 0.9534398544682755, 0.9832763259519001, 0.9227194508870014]",1080.609,"[835.0824, 635.9554, 1620.7031, 743.6549, 1567.6488]"
"(1, 18, 'sigmoid')",865.6,"[1396, 943, 347, 1017, 625]",0.9709181932226846,"[0.9849303476476511, 0.9848009877573439, 0.9436948781314021, 0.9846384931432475, 0.9565262594337787]",980.8704,"[649.1188, 584.4677, 1782.2566, 712.7258, 1175.7831]"
"(1, 18, 'softplus')",499.4,"[984, 547, 346, 574, 46]",0.9149748090477441,"[0.9707605274482802, 0.9809697295828983, 0.9521670029570939, 0.9847962360527036, 0.6861805491977447]",1413.7949,"[904.1851, 653.99634, 1642.7068, 709.05707, 3159.029]"
