,Index,Alias,Sol_prop,Pro_var,f_all_DIST_C4H8_T1,f_all_RebDuty_T1,f_all_DIST_C4H6_T2,f_all_RebDuty_T2,f_ave_DIST_C4H8_T1,f_ave_RebDuty_T1,f_ave_DIST_C4H6_T2,f_ave_RebDuty_T2,f_std_DIST_C4H8_T1,f_std_RebDuty_T1,f_std_DIST_C4H6_T2,f_std_RebDuty_T2,DIST_C4H8_T1,DIST_C4H6_T1,RebDuty_T1,DIST_C4H6_T2,DIST_SOL_T2,RebDuty_T2,hasIssue,hasERROR,CAPEX,OPEX,TAC,RebDuty_total
56,11,C4H7NO-E2,"[1.47646357e+00 2.62126273e+00 8.51057200e+01 9.36474793e+02
 1.50766005e+02 6.81518567e-01]","[65 9.460118430103938 3.539640019606128 2.3063554394047627 16
 1.9897542114687898 3.53548342197089]",[0.9232623  0.9394992  0.92995107 0.9200232  0.93833995],"[19868.984375   20889.88671875 20069.37695312 20514.79296875
 23589.73046875]",[0.99425393 0.99526888 0.99482238 0.99382389 0.99694651],"[10588.90527344 10429.04589844 10388.89160156 10770.5234375
  7962.18115234]",0.930215144,20986.5543,0.995023119,10027.90947,0.007803763,1348.970449,0.00107981,1041.599137,0.967364557,0.032618167,18584.4438,0.967364588,0.999996255,11486.1583,FALSE,FALSE,6954121.42,6867428.98,9663784.15,30070.6021
57,11,C4H6O2-N1,"[1.55722735e+00 1.26968514e+00 8.60904400e+01 9.79078611e+02
 1.60859221e+02 7.51024251e-01]","[65 9.460118430103938 3.539640019606128 2.3063554394047627 16
 1.9897542114687898 3.53548342197089]",[0.94215173 0.94620597 0.93544692 0.95112711 0.9527173 ],"[16778.9453125  18186.71289062 17964.87695312 18070.50976562
 19225.70507812]",[0.98760128 0.99031782 0.98957962 0.98437208 0.98597854],[8587.93066406 6354.35888672 7559.61181641 6262.47949219 4469.94189453],0.945529807,18045.35,0.987569869,6646.864551,0.006269342,777.7031998,0.002206785,1383.701479,0.984241993,0.002496492,17485.0574,0.984106503,0.997094966,7722.89277,FALSE,FALSE,6497264.13,5875010.09,8487656.18,25207.95017
58,11,C4H9NO-D0,"[1.37054272e+00 2.80490191e+00 8.71216000e+01 9.37304485e+02
 1.54843778e+02 9.12649246e-01]","[65 9.460118430103938 3.539640019606128 2.3063554394047627 16
 1.9897542114687898 3.53548342197089]",[0.8940376  0.90340358 0.90572435 0.89339352 0.91104788],"[20332.84570312 20722.21679688 20092.03710938 20983.7421875
 23354.97851562]",[0.99400085 0.99689263 0.99629539 0.99602711 0.99758565],"[ 9702.89941406  9993.91308594 10052.625      10093.22851562
  8419.015625  ]",0.901521385,21097.16406,0.996160328,9652.336328,0.006841503,1170.097331,0.001205583,631.6531019,0.954254079,0.045737298,19647.4036,0.95425412,0.999998131,11433.2568,FALSE,FALSE,7137229.22,6998170.17,9868155.69,31080.6604
59,11,C6H12O3-E2,"[  1.37466924   2.46819859 132.15948    964.474817   229.388118
   1.05677651]","[65 9.460118430103938 3.539640019606128 2.3063554394047627 16
 1.9897542114687898 3.53548342197089]",[0.93635857 0.94447738 0.92876238 0.94161785 0.93904078],"[23277.17773438 24699.8984375  23220.6875     24827.86523438
 25265.12109375]",[0.99353045 0.99725324 0.99689108 0.99526191 0.99635088],"[11663.78417969 10309.34960938 10527.47949219 10079.46484375
  9060.44433594]",0.938051391,24258.15,0.995857513,10328.10449,0.005369232,845.2624372,0.001343852,835.8141313,0.92657804,0.073406849,23523.674,0.926578261,0.999996724,10569.5284,FALSE,FALSE,7496852.22,7365267.58,10379862.8,34093.2024
60,12,C4H7NO-E2,"[1.47646357e+00 2.62126273e+00 8.51057200e+01 9.36474793e+02
 1.50766005e+02 6.81518567e-01]","[72 9.853445622607026 3.5218385407452457 2.0846480974977792 20
 1.9830738779660788 3.53890557120938]",[0.92511237 0.94146127 0.92931587 0.91969711 0.93847853],"[19612.94726562 20523.265625   19523.26953125 20054.24609375
 23108.54492188]",[0.99452931 0.99534863 0.99545985 0.99433595 0.99704736],"[10232.68847656 10085.25976562  9984.82128906 10229.94921875
  7504.12353516]",0.930813026,20564.45469,0.995344222,9607.368457,0.008129546,1320.896466,0.000958623,1055.757726,0.966943536,0.033039802,18601.7407,0.966943551,0.999996004,10960.8862,FALSE,FALSE,7366364.78,6858546.75,9820671.08,29562.6269
61,12,C5H8O2-D1,"[1.47337951e+00 2.01163634e+00 1.00117320e+02 9.69155972e+02
 1.63250625e+02 7.65843576e-01]","[72 9.853445622607026 3.5218385407452457 2.0846480974977792 20
 1.9830738779660788 3.53890557120938]",[0.92938697 0.93822032 0.92097819 0.92721951 0.93708932],"[18180.546875   19440.98632812 19069.16210938 20203.89453125
 22594.93945312]",[0.99186558 0.99343324 0.99382848 0.99133402 0.99498135],[9646.45996094 8514.24609375 8954.33984375 8626.61328125 6294.15380859],0.930578864,19897.90586,0.993088531,8407.162598,0.006413374,1497.500105,0.001328384,1127.802511,0.993871205,0.005701725,18859.0567,0.993871239,0.999897568,10256.29,FALSE,FALSE,7144469.17,6777988.56,9650885.38,29115.3467
62,12,C4H6O2-N1,"[1.55722735e+00 1.26968514e+00 8.60904400e+01 9.79078611e+02
 1.60859221e+02 7.51024251e-01]","[72 9.853445622607026 3.5218385407452457 2.0846480974977792 20
 1.9830738779660788 3.53890557120938]",[0.9440009  0.94856048 0.93530852 0.95108986 0.95304036],"[16751.7109375  17895.57226562 17906.4765625  17730.98242188
 19077.74804688]",[0.98886615 0.99041617 0.99073875 0.98582828 0.9889577 ],[8066.75244141 5870.71826172 6945.90332031 5747.83251953 4041.24511719],0.946400023,17872.49805,0.988961411,6134.490332,0.006317176,738.9864597,0.001737864,1341.102785,0.984199625,0.002290111,17696.2238,0.984177081,0.996753851,7465.91951,FALSE,FALSE,6905141.4,5944285.3,8720944.88,25162.14331
63,12,C4H9NO-D0,"[1.37054272e+00 2.80490191e+00 8.71216000e+01 9.37304485e+02
 1.54843778e+02 9.12649246e-01]","[72 9.853445622607026 3.5218385407452457 2.0846480974977792 20
 1.9830738779660788 3.53890557120938]",[0.89633411 0.90647787 0.90734023 0.89514953 0.91304833],"[20045.66015625 20282.99804688 19469.12695312 20541.79101562
 22759.37695312]",[0.99455279 0.99721128 0.99681818 0.996503   0.99788046],[9430.73730469 9560.265625   9650.04980469 9412.46875    7949.70361328],0.903670013,20619.79063,0.996593142,9200.64502,0.006866169,1127.031101,0.001119024,631.4994529,0.954282444,0.045709558,19522.8252,0.954282464,0.999998082,10957.1411,FALSE,FALSE,7531084.15,6978741.65,10007102.1,30479.9663
64,12,C4H10N2,"[  1.41711743   2.63700108  86.13688    714.711034   184.545914
   0.96662699]","[72 9.853445622607026 3.5218385407452457 2.0846480974977792 20
 1.9830738779660788 3.53890557120938]",[0.97934377 0.97380322 0.98166382 0.96387666 0.96402723],"[24188.48828125 20482.7890625  23054.19335938 18916.01953125
 22818.5546875 ]",[0.98622918 0.99418074 0.99317968 0.99180752 0.99672759],[8444.83886719 7450.71191406 6551.85595703 7411.17578125 8694.20996094],0.972542942,21892.00898,0.992424941,7710.558496,0.007465278,1914.439377,0.003490956,775.4327434,0.909529499,0.090460782,21198.6902,0.909529573,0.999997669,9140.27785,FALSE,FALSE,7483533.65,6903332.96,9912572.63,30338.96805
65,13,C5H8O2-D1,"[1.47337951e+00 2.01163634e+00 1.00117320e+02 9.69155972e+02
 1.63250625e+02 7.65843576e-01]","[57 9.771278571414381 3.685375517624069 2.305200533433443 18
 1.981392946845207 3.5119011188186744]",[0.92314315 0.9303264  0.91754293 0.92438835 0.9337908 ],"[18858.15234375 20255.36132812 19928.81835938 21277.49609375
 23602.015625  ]",[0.99109685 0.99313205 0.99313378 0.99067324 0.99445373],[9953.08984375 8884.49707031 9395.97363281 9075.86816406 6558.88525391],0.925838327,20784.36875,0.992497933,8773.662793,0.005684446,1606.513832,0.001408834,1165.089767,0.988093871,0.011448843,19300.6656,0.988093977,0.999900814,10628.1188,FALSE,FALSE,6497030.67,6870834.24,9483386.46,29928.7844
66,13,C4H7NO-E2,"[1.47646357e+00 2.62126273e+00 8.51057200e+01 9.36474793e+02
 1.50766005e+02 6.81518567e-01]","[57 9.771278571414381 3.685375517624069 2.305200533433443 18
 1.981392946845207 3.5119011188186744]",[0.91729861 0.93332672 0.92568147 0.91697866 0.93594372],"[20338.08203125 21331.6171875  20474.47070312 21060.1796875
 24099.84375   ]",[0.99418676 0.99521768 0.994995   0.99402702 0.99694473],"[10524.921875   10386.45214844 10331.25976562 10639.87011719
  7738.71044922]",0.925845838,21460.83867,0.995074236,9924.242871,0.007869432,1369.31208,0.001040179,1098.070103,0.955775567,0.044205827,19005.2698,0.955775599,0.999995964,11424.0954,FALSE,FALSE,6730587.85,6961416.7,9667885.71,30429.3652
67,13,C4H6O2-N1,"[1.55722735e+00 1.26968514e+00 8.60904400e+01 9.79078611e+02
 1.60859221e+02 7.51024251e-01]","[57 9.771278571414381 3.685375517624069 2.305200533433443 18
 1.981392946845207 3.5119011188186744]",[0.93800694 0.94006354 0.9309001  0.94813049 0.94993597],"[17212.328125   18561.78320312 18453.57226562 18747.3671875
 19791.33398438]",[0.9878242  0.98999071 0.98967874 0.98484379 0.98716092],[8411.5703125  6223.49658203 7391.00537109 6153.27099609 4308.34082031],0.941407406,18553.27695,0.987899673,6497.536816,0.006952827,822.0235243,0.001866943,1374.627688,0.981039202,0.005049477,17911.5653,0.980982893,0.996969873,7658.90951,FALSE,FALSE,6253940.57,5972251.52,8487053.6,25570.47481
68,13,C6H12O3-E2,"[  1.37466924   2.46819859 132.15948    964.474817   229.388118
   1.05677651]","[57 9.771278571414381 3.685375517624069 2.305200533433443 18
 1.981392946845207 3.5119011188186744]",[0.92896676 0.93792886 0.92225862 0.93663085 0.9341321 ],"[23800.015625   25323.7578125  23723.24804688 25447.55273438
 26094.89257812]",[0.99349868 0.99736577 0.9969458  0.99547404 0.99656528],"[11543.87402344 10107.01074219 10297.30175781  9894.5859375
  8847.01464844]",0.931983435,24877.89336,0.995969915,10137.95742,0.005748663,948.622182,0.001386226,863.5638631,0.91253334,0.087450748,23992.5136,0.91253355,0.999996549,10457.2445,FALSE,FALSE,7290697.79,7457503.32,10389200.8,34449.7581
69,13,C4H9NO-D0,"[1.37054272e+00 2.80490191e+00 8.71216000e+01 9.37304485e+02
 1.54843778e+02 9.12649246e-01]","[57 9.771278571414381 3.685375517624069 2.305200533433443 18
 1.981392946845207 3.5119011188186744]",[0.88677806 0.89473152 0.89782864 0.88732111 0.90579605],"[20797.16992188 21209.67382812 20507.15039062 21678.02734375
 23922.26757812]",[0.99404991 0.99696416 0.99643135 0.99617404 0.99765402],[9662.42871094 9901.80761719 9979.31933594 9883.08691406 8174.16308594],0.894491076,21622.85781,0.996254694,9520.161133,0.007069634,1215.533915,0.001213281,681.1969206,0.941470765,0.058520023,20080.7143,0.941470806,0.999998002,11358.342,FALSE,FALSE,6916254.75,7091754.66,9872883.08,31439.0563
70,14,C6H12O3-E2,"[  1.37466924   2.46819859 132.15948    964.474817   229.388118
   1.05677651]","[45 9.949911997040292 3.500292331192436 2.5166719599131895 12
 1.9941689549020731 3.5102767767098793]",[0.92102832 0.92995757 0.91466981 0.92986566 0.92702615],"[24607.56445312 26345.56445312 24561.82617188 25981.04492188
 27208.78710938]",[0.99287391 0.99627113 0.99632263 0.99409842 0.99447155],"[11982.31933594 10820.359375   11031.60742188 10547.06542969
  9380.35058594]",0.924509501,25740.95742,0.994807529,10752.34043,0.005893073,1024.953247,0.001326068,839.0421559,0.894942529,0.105042713,24961.367,0.894856065,0.999979163,11145.8227,FALSE,FALSE,6731956.4,7746499.09,10453518.4,36107.1897
71,14,C5H8O3-D2,"[   1.49938283    3.05229389  116.11672    1071.2011      204.390902
    1.56011254]","[45 9.949911997040292 3.500292331192436 2.5166719599131895 12
 1.9941689549020731 3.5102767767098793]",[0.93473768 0.94196963 0.93871933 0.95338267 0.95444548],"[24299.62304688 24901.1640625  24015.77929688 25977.62109375
 27054.70117188]",[0.99423993 0.99760193 0.99726665 0.99587065 0.99709547],"[13471.33691406 12863.39746094 13083.83691406 11969.74023438
 10894.15917969]",0.94465096,25249.77773,0.996414924,12456.49414,0.007909769,1125.573821,0.00123486,923.7808201,0.96676805,0.033227912,22468.6808,0.966768067,0.999999197,13761.5798,FALSE,FALSE,6829327.72,7842930.21,10589104,36230.2606
72,14,C5H8O2-D1,"[1.47337951e+00 2.01163634e+00 1.00117320e+02 9.69155972e+02
 1.63250625e+02 7.65843576e-01]","[45 9.949911997040292 3.500292331192436 2.5166719599131895 12
 1.9941689549020731 3.5102767767098793]",[0.9207778  0.92486858 0.91549474 0.92243558 0.93049598],"[19506.02929688 21333.40820312 20636.58398438 22144.21289062
 24509.32617188]",[0.9900282  0.99208963 0.99152476 0.98817879 0.99137902],"[10355.45605469  9349.23828125  9893.88574219  9576.45410156
  7119.94628906]",0.922814536,21625.91211,0.99064008,9258.996094,0.00492128,1681.721985,0.001404438,1121.585183,0.9772501,0.022337295,19869.2168,0.977250497,0.999917978,11313.5331,FALSE,FALSE,5958322.82,7105262.09,9501191.91,31182.7499
73,14,C8H8O-D3,"[   1.50173421    3.60712097  120.15092    1021.80242     187.198373
    1.6628592 ]","[45 9.949911997040292 3.500292331192436 2.5166719599131895 12
 1.9941689549020731 3.5102767767098793]",[0.94655949 0.95677727 0.95321161 0.95763141 0.96567029],"[24929.609375   26283.93359375 26297.14648438 26113.05078125
 30454.02539062]",[0.99477071 0.99806529 0.99792528 0.99634701 0.99771655],"[14603.62207031 14818.16601562 14677.71875    14504.24511719
 13309.43261719]",0.955970013,26815.55313,0.996964967,14382.63691,0.006223729,1888.922368,0.001256539,546.2873503,0.944392884,0.055606917,23372.1859,0.94438984,0.99999935,16041.88,FALSE,FALSE,6466451.04,10164209.3,12764465,39414.0659
74,14,C4H7NO-E2,"[1.47646357e+00 2.62126273e+00 8.51057200e+01 9.36474793e+02
 1.50766005e+02 6.81518567e-01]","[45 9.949911997040292 3.500292331192436 2.5166719599131895 12
 1.9941689549020731 3.5102767767098793]",[0.9147529  0.92732257 0.92340934 0.91614133 0.93381369],"[21030.4296875  22405.63085938 21267.28710938 21856.80664062
 24899.83203125]",[0.99389029 0.99473393 0.99391198 0.99273622 0.99613357],"[10810.80957031 10660.41015625 10582.91113281 11109.09277344
  8320.43066406]",0.923087966,22291.99727,0.994281197,10296.73086,0.007082448,1388.862074,0.001123594,1004.403608,0.939154932,0.060828673,19565.2662,0.939155054,0.999996743,12172.4734,FALSE,FALSE,6213691.11,7205245.17,9703862.35,31737.7396
75,15,C6H12O3-E2,"[  1.37466924   2.46819859 132.15948    964.474817   229.388118
   1.05677651]","[45 9.956467329856274 3.50389070004195 2.5166719599131895 13
 1.9933799273515138 3.5102767767098793]",[0.9210633  0.92998648 0.91470152 0.92990834 0.92706817],"[24624.22265625 26361.9453125  24578.54492188 26001.52539062
 27226.80664062]",[0.99289215 0.99650514 0.99641967 0.99431854 0.99495822],"[11945.54589844 10737.51855469 10949.97363281 10479.46972656
  9298.51660156]",0.924545562,25758.60898,0.995018744,10682.20488,0.005895044,1025.476572,0.001355605,851.6437085,0.894923463,0.105061754,24976.1883,0.894837226,0.999979204,11152.3073,FALSE,FALSE,6781790.71,7750353.62,10477412.1,36128.4956
76,15,C5H8O3-D2,"[   1.49938283    3.05229389  116.11672    1071.2011      204.390902
    1.56011254]","[45 9.956467329856274 3.50389070004195 2.5166719599131895 13
 1.9933799273515138 3.5102767767098793]",[0.93476874 0.94200379 0.93874592 0.9534173  0.95447522],"[24314.50390625 24915.4609375  24031.62304688 25995.65625
 27068.82226562]",[0.99419844 0.99771047 0.99729782 0.99601161 0.99733162],"[13418.19335938 12714.92480469 12967.84277344 11831.83105469
 10744.89257812]",0.944682193,25265.21328,0.996509993,12335.53691,0.007910695,1125.564053,0.001290623,948.6579833,0.966750423,0.03324553,22482.7139,0.966750442,0.999999196,13766.8821,FALSE,FALSE,6880759.89,7846484.7,10613340.1,36249.596
77,15,C5H8O2-D1,"[1.47337951e+00 2.01163634e+00 1.00117320e+02 9.69155972e+02
 1.63250625e+02 7.65843576e-01]","[45 9.956467329856274 3.50389070004195 2.5166719599131895 13
 1.9933799273515138 3.5102767767098793]",[0.9208256  0.92491812 0.91553944 0.92250234 0.93056178],"[19519.65820312 21342.36328125 20648.77539062 22158.74609375
 24521.93945312]",[0.99009377 0.99238223 0.99174917 0.98863912 0.99211508],"[10329.43554688  9317.26074219  9875.02441406  9553.36230469
  7049.07568359]",0.922869456,21638.29648,0.990995872,9224.831738,0.004927678,1681.762242,0.001421981,1139.586763,0.977242171,0.022344534,19881.0729,0.977242788,0.999917886,11319.6883,FALSE,FALSE,6002378.98,7108677.47,9522322.91,31200.7612
78,15,C8H8O-D3,"[   1.50173421    3.60712097  120.15092    1021.80242     187.198373
    1.6628592 ]","[45 9.956467329856274 3.50389070004195 2.5166719599131895 13
 1.9933799273515138 3.5102767767098793]",[0.94658631 0.95680815 0.95323783 0.95766741 0.96569711],"[24947.81445312 26303.16210938 26314.43359375 26134.09960938
 30473.19140625]",[0.99472946 0.9981364  0.99792516 0.9964785  0.99788553],"[14589.72167969 14742.87988281 14618.04199219 14417.02050781
 13164.0078125 ]",0.955999362,26834.54023,0.997031009,14306.33438,0.006224378,1889.074229,0.001292594,580.552044,0.94437547,0.05562433,23387.0158,0.944372404,0.999999346,16049.0879,FALSE,FALSE,6519706.27,10169009.7,12790680.1,39436.1037
79,15,C4H7NO-E2,"[1.47646357e+00 2.62126273e+00 8.51057200e+01 9.36474793e+02
 1.50766005e+02 6.81518567e-01]","[45 9.956467329856274 3.50389070004195 2.5166719599131895 13
 1.9933799273515138 3.5102767767098793]",[0.91480857 0.92737901 0.92346108 0.91622329 0.9338854 ],"[21043.765625   22415.375      21279.06835938 21872.234375
 24915.47265625]",[0.99388099 0.99487406 0.99406272 0.99300283 0.99634451],"[10808.01367188 10659.99023438 10602.15234375 11082.203125
  8239.31835938]",0.923151469,22305.1832,0.994433022,10278.33555,0.007082214,1389.768609,0.001125664,1032.944404,0.939142574,0.060840995,19576.8209,0.939142695,0.999996736,12177.7547,FALSE,FALSE,6255684.85,7208478.09,9723981.57,31754.5756
80,16,C5H8O2-D1,"[1.47337951e+00 2.01163634e+00 1.00117320e+02 9.69155972e+02
 1.63250625e+02 7.65843576e-01]","[58 9.734806698345812 3.521970410698172 2.4160032417502433 16
 1.9968182172860989 3.6235110294622563]",[0.92847711 0.93588221 0.92369395 0.929443   0.93800133],"[19039.98828125 20601.390625   20168.80859375 21492.83984375
 23912.43359375]",[0.99056888 0.99305636 0.99267912 0.99011713 0.99397117],"[10267.86035156  9209.84863281  9788.08398438  9435.72167969
  6927.59912109]",0.931099522,21043.09219,0.992078531,9125.822754,0.005195626,1637.515825,0.001484929,1155.692402,0.990080872,0.00949436,19469.1215,0.990080996,0.999912093,11102.6367,FALSE,FALSE,6570251.51,6974533.76,9616529.16,30571.7582
81,16,C4H7NO-E2,"[1.47646357e+00 2.62126273e+00 8.51057200e+01 9.36474793e+02
 1.50766005e+02 6.81518567e-01]","[58 9.734806698345812 3.521970410698172 2.4160032417502433 16
 1.9968182172860989 3.6235110294622563]",[0.92360938 0.93899786 0.93187392 0.92276007 0.94021505],"[20545.21679688 21693.58984375 20768.14648438 21291.1484375
 24396.16601562]",[0.99399465 0.99520075 0.99465489 0.99376005 0.99689424],"[10828.22460938 10661.64355469 10643.27734375 10978.93066406
  8102.65185547]",0.931491256,21738.85352,0.994900918,10242.94561,0.007361493,1387.864483,0.001117735,1077.093898,0.961012683,0.038970346,19172.2322,0.961012722,0.999996488,11913.5018,FALSE,FALSE,6825487.56,7067315.11,9811944.7,31085.734
82,16,C4H6O2-N1,"[1.55722735e+00 1.26968514e+00 8.60904400e+01 9.79078611e+02
 1.60859221e+02 7.51024251e-01]","[58 9.734806698345812 3.521970410698172 2.4160032417502433 16
 1.9968182172860989 3.6235110294622563]",[0.94249606 0.94549167 0.93669146 0.95212847 0.9535436 ],"[17326.13476562 18890.90625    18563.95117188 18958.02539062
 19984.26757812]",[0.98705834 0.98984867 0.98912877 0.98408496 0.98526752],[8766.84570312 6516.15283203 7767.94677734 6456.08886719 4625.85107422],0.946070254,18744.65703,0.987077653,6826.577051,0.00622293,854.214168,0.002196305,1394.821775,0.982703091,0.004190914,17996.3102,0.982554581,0.997256233,7980.71671,FALSE,FALSE,6359554.91,6029002.34,8586273.51,25977.02691
83,16,C6H12O3-E2,"[  1.37466924   2.46819859 132.15948    964.474817   229.388118
   1.05677651]","[58 9.734806698345812 3.521970410698172 2.4160032417502433 16
 1.9968182172860989 3.6235110294622563]",[0.934003   0.94283855 0.92781198 0.9408434  0.93820971],"[24085.52929688 25664.703125   24048.97265625 25646.65039062
 26361.30859375]",[0.99318564 0.9971602  0.99680364 0.99516922 0.99624771],"[11883.46679688 10535.48730469 10755.0859375  10316.63085938
  9240.15136719]",0.936741328,25161.43281,0.995713282,10546.16445,0.005355203,929.8983783,0.001431994,847.4072926,0.919950231,0.080034735,24388.7875,0.919950487,0.999996889,10947.8561,FALSE,FALSE,7380591.25,7593483.65,10561328.6,35336.6436
84,16,C4H9NO-D0,"[1.37054272e+00 2.80490191e+00 8.71216000e+01 9.37304485e+02
 1.54843778e+02 9.12649246e-01]","[58 9.734806698345812 3.521970410698172 2.4160032417502433 16
 1.9968182172860989 3.6235110294622563]",[0.89392126 0.90201783 0.90520179 0.89426678 0.91148245],"[21028.84179688 21565.73242188 20826.85546875 21894.7265625
 24231.58007812]",[0.99372065 0.99684674 0.99614835 0.99594468 0.99751902],"[ 9915.39941406 10212.91601562 10284.91210938 10287.64355469
  8549.36425781]",0.901378024,21909.54727,0.996035886,9850.04707,0.006682861,1221.321279,0.001283622,664.5778908,0.947407525,0.052583961,20295.9829,0.947407573,0.999998238,11858.1235,FALSE,FALSE,7019435.84,7205631.35,10028250.4,32154.1064
85,17,C5H8O2-D1,"[1.47337951e+00 2.01163634e+00 1.00117320e+02 9.69155972e+02
 1.63250625e+02 7.65843576e-01]","[58 9.38861927442754 3.5283083170580936 2.404187825281335 20
 1.9888567519177311 3.512937575305838]",[0.92451257 0.93182516 0.91929507 0.92504215 0.93397713],"[18536.66796875 20117.44921875 19731.01953125 20946.89648438
 23398.66015625]",[0.99078661 0.99268496 0.9930709  0.99070507 0.99424285],[9984.04589844 8921.8125     9366.63085938 9031.35742188 6408.24853516],0.926930416,20546.13867,0.992298079,8742.419043,0.005316478,1623.80122,0.001367571,1224.360813,0.989931868,0.009640824,18960.9671,0.989931924,0.999911133,10991.6869,FALSE,FALSE,6632790.81,6824139.11,9491282.48,29952.654
86,17,C4H7NO-E2,"[1.47646357e+00 2.62126273e+00 8.51057200e+01 9.36474793e+02
 1.50766005e+02 6.81518567e-01]","[58 9.38861927442754 3.5283083170580936 2.404187825281335 20
 1.9888567519177311 3.512937575305838]",[0.91912597 0.93484914 0.92737699 0.9175899  0.93599772],"[20048.67382812 21186.2109375  20343.83398438 20778.3046875
 23813.20117188]",[0.99390298 0.99502474 0.99498439 0.99404562 0.99674737],"[10621.11621094 10502.96191406 10408.10058594 10606.19628906
  7559.51708984]",0.926987946,21234.04492,0.99494102,9939.578418,0.007658455,1346.076844,0.001014996,1192.516588,0.9602853,0.039697527,18664.7682,0.960285319,0.999996429,11807.2708,FALSE,FALSE,6866610.62,6917803.59,9678969.37,30472.039
87,17,C4H6O2-N1,"[1.55722735e+00 1.26968514e+00 8.60904400e+01 9.79078611e+02
 1.60859221e+02 7.51024251e-01]","[58 9.38861927442754 3.5283083170580936 2.404187825281335 20
 1.9888567519177311 3.512937575305838]",[0.93881649 0.94162589 0.93273538 0.94888902 0.9503001 ],"[16854.50390625 18497.72070312 18054.50976562 18435.07226562
 19384.11523438]",[0.98770314 0.98900014 0.9893468  0.98473155 0.98708642],[8337.96191406 6212.21386719 7318.91357422 6116.02685547 4223.25      ],0.942473376,18245.18438,0.987573612,6441.673242,0.006501347,820.6515074,0.001643814,1374.449721,0.982671998,0.004254323,17495.6736,0.982648486,0.997275889,7904.16716,FALSE,FALSE,6368035.68,5887115.8,8447797.21,25399.84076
88,17,C4H9NO-D0,"[1.37054272e+00 2.80490191e+00 8.71216000e+01 9.37304485e+02
 1.54843778e+02 9.12649246e-01]","[58 9.38861927442754 3.5283083170580936 2.404187825281335 20
 1.9888567519177311 3.512937575305838]",[0.8889553  0.8969053  0.90035957 0.88842589 0.90630805],"[20524.02148438 21026.93359375 20403.65429688 21263.99414062
 23634.69335938]",[0.99387425 0.99695611 0.99640661 0.99617648 0.99756014],"[ 9772.64257812  9974.82128906 10046.63964844  9777.17675781
  7955.86474609]",0.896190822,21370.65938,0.99619472,9505.429004,0.006824873,1175.352654,0.001254902,782.2579375,0.946145255,0.053846058,19780.8514,0.946145282,0.999998193,11746.4515,FALSE,FALSE,7057782.84,7054233.8,9892272.76,31527.3029
89,17,C6H12O3-E2,"[  1.37466924   2.46819859 132.15948    964.474817   229.388118
   1.05677651]","[58 9.38861927442754 3.5283083170580936 2.404187825281335 20
 1.9888567519177311 3.512937575305838]",[0.93094027 0.93973738 0.92422348 0.93776691 0.93500763],"[23550.18945312 25074.26171875 23525.04882812 25051.68554688
 25742.87695312]",[0.99320012 0.99734527 0.99688751 0.99549168 0.99648452],"[11548.37792969 10047.33398438 10183.57519531  9830.703125
  8687.85351562]",0.933535135,24588.8125,0.99588182,10059.56875,0.005513333,893.5444193,0.001473773,912.804713,0.918252581,0.081731912,23847.7931,0.918252732,0.999996775,10824.9565,FALSE,FALSE,7449966.2,7436857.55,10432599.2,34672.7496
90,18,C5H8O2-D1,"[1.47337951e+00 2.01163634e+00 1.00117320e+02 9.69155972e+02
 1.63250625e+02 7.65843576e-01]","[58 9.847596004932228 3.528605736435251 2.426761589423451 19
 1.973386940923454 3.5558660854994657]",[0.92998749 0.93740368 0.92536974 0.93110347 0.93950647],"[19242.4921875  20788.20898438 20350.73632812 21708.39453125
 24115.03320312]",[0.99057192 0.99271715 0.9928847  0.99056458 0.99416637],"[10073.68847656  9026.06054688  9525.359375    9187.74023438
  6572.31005859]",0.93267417,21240.97305,0.992180943,8877.031738,0.005139818,1641.349876,0.001408993,1206.880893,0.990190694,0.009383512,19660.8521,0.990190776,0.999912271,11044.3552,FALSE,FALSE,6718605.14,7007696.83,9709347.42,30705.2073
91,18,C4H7NO-E2,"[1.47646357e+00 2.62126273e+00 8.51057200e+01 9.36474793e+02
 1.50766005e+02 6.81518567e-01]","[58 9.847596004932228 3.528605736435251 2.426761589423451 19
 1.973386940923454 3.5558660854994657]",[0.92532551 0.94055969 0.93357778 0.92470056 0.94178563],"[20746.28710938 21889.75976562 20949.16992188 21503.234375
 24626.54492188]",[0.99383754 0.99504799 0.99485564 0.99398851 0.99678814],"[10686.86035156 10574.33007812 10515.32519531 10750.85253906
  7723.69384766]",0.933189833,21942.99922,0.994903564,10050.2124,0.00724249,1401.246705,0.001053426,1166.184809,0.961416697,0.038566288,19362.4149,0.961416723,0.999996494,11863.2029,FALSE,FALSE,6960591.85,7101567.58,9900524.6,31225.6178
