hyper,ave_epoch,epoch,ave_indicator,indicator,ave_score,socre
"(2, 11, 'sigmoid')",289.0,"[12, 627, 26, 387, 393]",0.6018523342591728,"[0.02625864347289608, 0.9647754869559624, 0.08967870860177152, 0.9592504281618763, 0.9692984041033575]",0.060638465,"[0.12002843, 0.02414317, 0.1122107, 0.022531148, 0.024278866]"
"(2, 11, 'softplus')",771.8,"[383, 2343, 501, 385, 247]",0.9725623448903331,"[0.9693111304584038, 0.9755553200872107, 0.9777046995838431, 0.9627690902547679, 0.9774714840674401]",0.020263148,"[0.021308493, 0.020112405, 0.01756077, 0.021536425, 0.02079765]"
"(2, 11, 'tanh')",294.2,"[290, 378, 244, 367, 192]",0.9536547850230768,"[0.9404541740041796, 0.9524108246691669, 0.9518649640913109, 0.9658756307125673, 0.9576683316381596]",0.026534844,"[0.029681645, 0.028062472, 0.025802843, 0.020618359, 0.028508909]"
"(2, 12, 'elu')",487.2,"[354, 930, 358, 377, 417]",0.9613922093516797,"[0.9626573109802083, 0.9731975926220073, 0.9346401675467602, 0.9586373670663461, 0.9778286085430766]",0.023592917,"[0.023505261, 0.021060016, 0.030067159, 0.022700002, 0.020632148]"
"(2, 12, 'sigmoid')",284.8,"[458, 579, 13, 11, 363]",0.5503036806359182,"[0.9646624304092871, 0.9741146034734585, -0.11367795718104845, -0.03533420035494372, 0.9617535268328377]",0.061668582,"[0.022865497, 0.02069661, 0.12411284, 0.11356959, 0.027098399]"
"(2, 12, 'softplus')",390.0,"[286, 635, 315, 314, 400]",0.9664292821744626,"[0.9513167095152946, 0.9741502667211336, 0.9637184356913093, 0.9636430723188713, 0.979317926625704]",0.022226283,"[0.026838131, 0.020682348, 0.022401646, 0.021282146, 0.01992714]"
"(2, 12, 'tanh')",367.2,"[522, 431, 259, 370, 254]",0.9621436982953864,"[0.9644182649772721, 0.9721296902965592, 0.9409047146689827, 0.9699721743749931, 0.9632936471591247]",0.023779636,"[0.022944355, 0.021475473, 0.028589947, 0.019341214, 0.02654719]"
"(2, 13, 'elu')",401.4,"[353, 366, 403, 578, 307]",0.9673564147770941,"[0.9638006271714303, 0.9755036376017406, 0.9523411648481448, 0.9683203452996794, 0.9768162989644751]",0.021983031,"[0.023142636, 0.020133656, 0.025674893, 0.019866072, 0.021097904]"
"(2, 13, 'sigmoid')",438.8,"[492, 572, 526, 283, 321]",0.9713980627100257,"[0.9634100026601419, 0.9763813208635372, 0.9742718529817384, 0.9665293663390275, 0.9763977707056838]",0.020721713,"[0.023267167, 0.019769678, 0.018864319, 0.020419907, 0.02128749]"
"(2, 13, 'softplus')",333.4,"[106, 556, 375, 380, 250]",0.9705749730348773,"[0.9572957537981183, 0.9782626681097107, 0.9725431597965206, 0.9684057422248267, 0.9763675412452094]",0.020946046,"[0.025136096, 0.018965965, 0.019487772, 0.01983928, 0.021301117]"
